"Name","Series","Family","Number","Suffix","Dash","At","Star","File","Nd","Vd"
"ZF6",,"ZF","6","",,,,"CDGM-ZEMAX202409.txt","1.755205","27.546239"
"H-ZF7LA","H","ZF","7","LA",,,,"CDGM-ZEMAX202409.txt","1.80518","25.456256"
"H-ZF7LAGT","H","ZF","7","LAGT",,,,"CDGM-ZEMAX202409.txt","1.80518","25.456256"
"ZF7",,"ZF","7","",,,,"CDGM-ZEMAX202409.txt","1.806277","25.380144"
"ZF7L",,"ZF","7","L",,,,"CDGM-ZEMAX202409.txt","1.80519","25.471232"
"ZF7LGT",,"ZF","7","LGT",,,,"CDGM-ZEMAX202409.txt","1.80519","25.471232"
"ZF7LTT",,"ZF","7","LTT",,,,"CDGM-ZEMAX202409.txt","1.80519","25.471232"
"H-ZF10","H","ZF","10","",,,,"CDGM-ZEMAX202409.txt","1.68893","31.16057"
"H-ZF11","H","ZF","11","",,,,"CDGM-ZEMAX202409.txt","1.69894","30.05045"
"H-ZF12","H","ZF","12","",,,,"CDGM-ZEMAX202409.txt","1.76182","26.607986"
"H-ZF13","H","ZF","13","",,,,"CDGM-ZEMAX202409.txt","1.78472","25.720045"
"H-ZF13GT","H","ZF","13","GT",,,,"CDGM-ZEMAX202409.txt","1.78472","25.720045"
"H-ZF39","H","ZF","39","",,,,"CDGM-ZEMAX202409.txt","1.6668","33.053728"
"H-ZF50","H","ZF","50","",,,,"CDGM-ZEMAX202409.txt","1.74077","27.760063"
"H-ZF52","H","ZF","52","",,,,"CDGM-ZEMAX202409.txt","1.84666","23.784497"
"H-ZF52GT","H","ZF","52","GT",,,,"CDGM-ZEMAX202409.txt","1.84666","23.784497"
"H-ZF52TT","H","ZF","52","TT",,,,"CDGM-ZEMAX202409.txt","1.84666","23.784497"
"H-ZF62","H","ZF","62","",,,,"CDGM-ZEMAX202409.txt","1.92286","20.879915"
"H-ZF62GT","H","ZF","62","GT",,,,"CDGM-ZEMAX202409.txt","1.92286","20.879915"
"H-ZF71","H","ZF","71","",,,,"CDGM-ZEMAX202409.txt","1.8081","22.698087"
"H-ZF71GT","H","ZF","71","GT",,,,"CDGM-ZEMAX202409.txt","1.8081","22.698087"
"H-ZF72A","H","ZF","72","A",,,,"CDGM-ZEMAX202409.txt","1.92286","18.895887"
"H-ZF72AGT","H","ZF","72","AGT",,,,"CDGM-ZEMAX202409.txt","1.92286","18.895887"
"H-ZF73","H","ZF","73","",,,,"CDGM-ZEMAX202409.txt","1.95906","17.472434"
"H-ZF73GT","H","ZF","73","GT",,,,"CDGM-ZEMAX202409.txt","1.95906","17.472434"
"H-ZF88","H","ZF","88","",,,,"CDGM-ZEMAX202409.txt","1.94595","17.941964"
"H-ZF88GT","H","ZF","88","GT",,,,"CDGM-ZEMAX202409.txt","1.94595","17.941964"
"H-LAF1","H","LAF","1","",,,,"CDGM-ZEMAX202409.txt","1.69362","49.193837"
"H-LAF2","H","LAF","2","",,,,"CDGM-ZEMAX202409.txt","1.717","47.888609"
"H-LAF3B","H","LAF","3","B",,,,"CDGM-ZEMAX202409.txt","1.744","44.900027"
"H-LAF4","H","LAF","4","",,,,"CDGM-ZEMAX202409.txt","1.7495","34.989266"
"H-LAF4GT","H","LAF","4","GT",,,,"CDGM-ZEMAX202409.txt","1.7495","34.989266"
"H-LAFL5","H","LAFL","5","",,,,"CDGM-ZEMAX202409.txt","1.75367","37.491665"
"H-LAF6LA","H","LAF","6","LA",,,,"CDGM-ZEMAX202409.txt","1.757","47.711817"
"H-LAF7","H","LAF","7","",,,,"CDGM-ZEMAX202409.txt","1.78179","37.092107"
"H-LAF10LA","H","LAF","10","LA",,,,"CDGM-ZEMAX202409.txt","1.788","47.491731"
"H-LAF50B","H","LAF","50","B",,,,"CDGM-ZEMAX202409.txt","1.7725","49.598996"
"H-LAF51","H","LAF","51","",,,,"CDGM-ZEMAX202409.txt","1.7","48.079839"
"H-LAF52","H","LAF","52","",,,,"CDGM-ZEMAX202409.txt","1.7859","44.187159"
"H-LAF53","H","LAF","53","",,,,"CDGM-ZEMAX202409.txt","1.7433","49.221808"
"H-LAF54","H","LAF","54","",,,,"CDGM-ZEMAX202409.txt","1.799519","42.253294"
"H-LAF55","H","LAF","55","",,,,"CDGM-ZEMAX202409.txt","1.762","40.105472"
"H-LAF62","H","LAF","62","",,,,"CDGM-ZEMAX202409.txt","1.72","43.680739"
"H-ZLAF1","H","ZLAF","1","",,,,"CDGM-ZEMAX202409.txt","1.80166","44.263459"
"H-ZLAF2A","H","ZLAF","2","A",,,,"CDGM-ZEMAX202409.txt","1.80279","46.761307"
"H-ZLAF3","H","ZLAF","3","",,,,"CDGM-ZEMAX202409.txt","1.855449","36.59805"
"H-ZLAF4LA","H","ZLAF","4","LA",,,,"CDGM-ZEMAX202409.txt","1.91082","35.25034"
"H-ZLAF4LB","H","ZLAF","4","LB",,,,"CDGM-ZEMAX202409.txt","1.91082","35.282389"
"H-ZLAF50E","H","ZLAF","50","E",,,,"CDGM-ZEMAX202409.txt","1.804","46.574487"
"H-ZLAF50D","H","ZLAF","50","D",,,,"CDGM-ZEMAX202409.txt","1.804","46.575016"
"H-ZLAF51","H","ZLAF","51","",,,,"CDGM-ZEMAX202409.txt","1.8045","39.635248"
"H-ZLAF52A","H","ZLAF","52","A",,,,"CDGM-ZEMAX202409.txt","1.8061","41.016887"
"H-ZLAF52","H","ZLAF","52","",,,,"CDGM-ZEMAX202409.txt","1.806099","40.945389"
"H-ZLAF53B","H","ZLAF","53","B",,,,"CDGM-ZEMAX202409.txt","1.834","37.210555"
"H-ZLAF53BGT","H","ZLAF","53","BGT",,,,"CDGM-ZEMAX202409.txt","1.834","37.210555"
"H-ZLAF55D","H","ZLAF","55","D",,,,"CDGM-ZEMAX202409.txt","1.83481","42.725177"
"H-ZLAF55C","H","ZLAF","55","C",,,,"CDGM-ZEMAX202409.txt","1.83481","42.711575"
"H-ZLAF56B","H","ZLAF","56","B",,,,"CDGM-ZEMAX202409.txt","1.8061","33.268324"
"H-ZLAF66","H","ZLAF","66","",,,,"CDGM-ZEMAX202409.txt","1.801","34.966919"
"H-ZLAF66GT","H","ZLAF","66","GT",,,,"CDGM-ZEMAX202409.txt","1.801","34.966919"
"H-ZLAF68C","H","ZLAF","68","C",,,,"CDGM-ZEMAX202409.txt","1.883","40.847465"
"H-ZLAF68N","H","ZLAF","68","N",,,,"CDGM-ZEMAX202409.txt","1.883","39.2182"
"H-ZLAF69","H","ZLAF","69","",,,,"CDGM-ZEMAX202409.txt","1.816","46.5493"
"H-ZLAF69A","H","ZLAF","69","A",,,,"CDGM-ZEMAX202409.txt","1.816","46.556066"
"H-ZLAF71","H","ZLAF","71","",,,,"CDGM-ZEMAX202409.txt","1.85026","32.297288"
"H-ZLAF71AGT","H","ZLAF","71","AGT",,,,"CDGM-ZEMAX202409.txt","1.85026","32.216801"
"H-ZLAF73","H","ZLAF","73","",,,,"CDGM-ZEMAX202409.txt","1.881","40.161331"
"H-ZLAF75A","H","ZLAF","75","A",,,,"CDGM-ZEMAX202409.txt","1.90366","31.31497"
"H-ZLAF75B","H","ZLAF","75","B",,,,"CDGM-ZEMAX202409.txt","1.90366","31.418411"
"H-ZLAF75C","H","ZLAF","75","C",,,,"CDGM-ZEMAX202409.txt","1.90366","31.357126"
"H-ZLAF76","H","ZLAF","76","",,,,"CDGM-ZEMAX202409.txt","1.85013","30.055517"
"H-ZLAF76A","H","ZLAF","76","A",,,,"CDGM-ZEMAX202409.txt","1.85013","30.012319"
"H-ZLAF78B","H","ZLAF","78","B",,,,"CDGM-ZEMAX202409.txt","1.90069","37.050531"
"H-ZLAF89L","H","ZLAF","89","L",,,,"CDGM-ZEMAX202409.txt","1.95375","32.30879"
"H-ZLAF89LA","H","ZLAF","89","LA",,,,"CDGM-ZEMAX202409.txt","1.95375","32.276235"
"H-ZLAF90","H","ZLAF","90","",,,,"CDGM-ZEMAX202409.txt","2.00069","25.425752"
"H-ZLAF90A","H","ZLAF","90","A",,,,"CDGM-ZEMAX202409.txt","2.00069","25.458056"
"H-ZLAF91","H","ZLAF","91","",,,,"CDGM-ZEMAX202409.txt","2.001","29.151347"
"H-ZLAF92","H","ZLAF","92","",,,,"CDGM-ZEMAX202409.txt","2.0033","28.316305"
"H-ZLAF92A","H","ZLAF","92","A",,,,"CDGM-ZEMAX202409.txt","2.0033","28.275906"
"H-ZLAF96","H","ZLAF","96","",,,,"CDGM-ZEMAX202409.txt","2.0509","26.985858"
"H-TF3L","H","TF","3","L",,,,"CDGM-ZEMAX202409.txt","1.6134","44.107022"
"H-TF5","H","TF","5","",,,,"CDGM-ZEMAX202409.txt","1.6541","39.539424"
"D-FK61","D","FK","61","",,,,"CDGM-ZEMAX202409.txt","1.497","81.611615"
"D-FK61-25","D","FK","61","","25",,,"CDGM-ZEMAX202409.txt","1.49653","81.531772"
"D-FK61A","D","FK","61","A",,,,"CDGM-ZEMAX202409.txt","1.497","81.605419"
"D-FK61A-25","D","FK","61","A","25",,,"CDGM-ZEMAX202409.txt","1.49665","81.549116"
"D-FK95","D","FK","95","",,,,"CDGM-ZEMAX202409.txt","1.4378","94.523389"
"D-FK95-25","D","FK","95","","25",,,"CDGM-ZEMAX202409.txt","1.43744","94.438841"
"D-QK3L","D","QK","3","L",,,,"CDGM-ZEMAX202409.txt","1.48749","70.440487"
"D-QK3L-25","D","QK","3","L","25",,,"CDGM-ZEMAX202409.txt","1.48687","70.417086"
"D-K9","D","K","9","",,,,"CDGM-ZEMAX202409.txt","1.51633","64.058952"
"D-K9-25","D","K","9","","25",,,"CDGM-ZEMAX202409.txt","1.51577","63.989637"
"D-K9GT","D","K","9","GT",,,,"CDGM-ZEMAX202409.txt","1.51633","64.058952"
"D-K9GT-25","D","K","9","GT","25",,,"CDGM-ZEMAX202409.txt","1.51577","63.989637"
"D-K59","D","K","59","",,,,"CDGM-ZEMAX202409.txt","1.5176","63.499991"
"D-K59-25","D","K","59","","25",,,"CDGM-ZEMAX202409.txt","1.51698","63.4085"
"D-PK3","D","PK","3","",,,,"CDGM-ZEMAX202409.txt","1.525","70.370578"
"D-PK3-25","D","PK","3","","25",,,"CDGM-ZEMAX202409.txt","1.52368","70.274839"
"D-ZPK1A","D","ZPK","1","A",,,,"CDGM-ZEMAX202409.txt","1.62087","63.828532"
"D-ZPK1A-25","D","ZPK","1","A","25",,,"CDGM-ZEMAX202409.txt","1.61999","63.763831"
"D-ZPK3","D","ZPK","3","",,,,"CDGM-ZEMAX202409.txt","1.59419","67.295385"
"D-ZPK3-25","D","ZPK","3","","25",,,"CDGM-ZEMAX202409.txt","1.59327","67.22642"
"D-ZPK5","D","ZPK","5","",,,,"CDGM-ZEMAX202409.txt","1.5928","68.342024"
"D-ZPK5-25","D","ZPK","5","","25",,,"CDGM-ZEMAX202409.txt","1.59216","68.281511"
"D-ZPK7","D","ZPK","7","",,,,"CDGM-ZEMAX202409.txt","1.56907","71.304254"
"D-ZPK7-25","D","ZPK","7","","25",,,"CDGM-ZEMAX202409.txt","1.56854","71.235367"
"D-ZK2","D","ZK","2","",,,,"CDGM-ZEMAX202409.txt","1.58313","59.381686"
"D-ZK2-25","D","ZK","2","","25",,,"CDGM-ZEMAX202409.txt","1.58241","59.308255"
"D-ZK2A","D","ZK","2","A",,,,"CDGM-ZEMAX202409.txt","1.58313","59.539751"
"D-ZK2A-25","D","ZK","2","A","25",,,"CDGM-ZEMAX202409.txt","1.58229","59.453631"
"D-ZK2L","D","ZK","2","L",,,,"CDGM-ZEMAX202409.txt","1.587","59.600321"
"D-ZK2L-25","D","ZK","2","L","25",,,"CDGM-ZEMAX202409.txt","1.58625","59.524868"
"D-ZK3","D","ZK","3","",,,,"CDGM-ZEMAX202409.txt","1.58913","61.152901"
"D-ZK3-25","D","ZK","3","","25",,,"CDGM-ZEMAX202409.txt","1.58833","61.284362"
"D-ZK3A","D","ZK","3","A",,,,"CDGM-ZEMAX202409.txt","1.58913","61.101573"
"D-ZK3A-25","D","ZK","3","A","25",,,"CDGM-ZEMAX202409.txt","1.58828","61.012484"
"D-ZK3L","D","ZK","3","L",,,,"CDGM-ZEMAX202409.txt","1.5917","60.701147"
"D-ZK3L-25","D","ZK","3","L","25",,,"CDGM-ZEMAX202409.txt","1.5909","60.618517"
"D-ZK21","D","ZK","21","",,,,"CDGM-ZEMAX202409.txt","1.62446","58.207924"
"D-ZK21-25","D","ZK","21","","25",,,"CDGM-ZEMAX202409.txt","1.62346","58.115078"
"D-ZK79","D","ZK","79","",,,,"CDGM-ZEMAX202409.txt","1.60886","57.895896"
"D-ZK79-25","D","ZK","79","","25",,,"CDGM-ZEMAX202409.txt","1.60809","57.820851"
"D-LAK5","D","LAK","5","",,,,"CDGM-ZEMAX202409.txt","1.6779","54.889665"
"D-LAK5-25","D","LAK","5","","25",,,"CDGM-ZEMAX202409.txt","1.67686","54.805426"
"D-LAK6","D","LAK","6","",,,,"CDGM-ZEMAX202409.txt","1.69384","53.128245"
"D-LAK6-25","D","LAK","6","","25",,,"CDGM-ZEMAX202409.txt","1.69281","53.049215"
"D-LAK52","D","LAK","52","",,,,"CDGM-ZEMAX202409.txt","1.7305","53.944268"
"D-LAK52-25","D","LAK","52","","25",,,"CDGM-ZEMAX202409.txt","1.72924","53.851219"
"D-LAK70","D","LAK","70","",,,,"CDGM-ZEMAX202409.txt","1.6691","55.389689"
"D-LAK70-25","D","LAK","70","","25",,,"CDGM-ZEMAX202409.txt","1.668","55.295752"
"D-ZF10","D","ZF","10","",,,,"CDGM-ZEMAX202409.txt","1.68893","31.077677"
"D-ZF10-25","D","ZF","10","","25",,,"CDGM-ZEMAX202409.txt","1.68731","31.183804"
"D-ZF93","D","ZF","93","",,,,"CDGM-ZEMAX202409.txt","2.0017","20.700195"
"D-ZF93-25","D","ZF","93","","25",,,"CDGM-ZEMAX202409.txt","1.9998","20.686444"
"D-LAF50","D","LAF","50","",,,,"CDGM-ZEMAX202409.txt","1.774","49.590362"
"D-LAF50-25","D","LAF","50","","25",,,"CDGM-ZEMAX202409.txt","1.77288","49.519338"
"D-LAF050","D","LAF","050","",,,,"CDGM-ZEMAX202409.txt","1.76842","49.28216"
"D-LAF050-25","D","LAF","050","","25",,,"CDGM-ZEMAX202409.txt","1.76709","49.197491"
"D-LAF53","D","LAF","53","",,,,"CDGM-ZEMAX202409.txt","1.7433","49.325949"
"D-LAF53-25","D","LAF","53","","25",,,"CDGM-ZEMAX202409.txt","1.7421","49.246024"
"D-LAF79","D","LAF","79","",,,,"CDGM-ZEMAX202409.txt","1.73077","40.508021"
"D-LAF79-25","D","LAF","79","","25",,,"CDGM-ZEMAX202409.txt","1.72986","40.497566"
"D-ZLAF50","D","ZLAF","50","",,,,"CDGM-ZEMAX202409.txt","1.80337","45.491557"
"D-ZLAF50-25","D","ZLAF","50","","25",,,"CDGM-ZEMAX202409.txt","1.80225","45.452746"
"D-ZLAF52LA","D","ZLAF","52","LA",,,,"CDGM-ZEMAX202409.txt","1.81","40.992863"
"D-ZLAF52LA-25","D","ZLAF","52","LA","25",,,"CDGM-ZEMAX202409.txt","1.80882","40.970313"
"D-ZLAF61","D","ZLAF","61","",,,,"CDGM-ZEMAX202409.txt","1.82241","42.714541"
"D-ZLAF61-25","D","ZLAF","61","","25",,,"CDGM-ZEMAX202409.txt","1.82131","42.674895"
"D-ZLAF67","D","ZLAF","67","",,,,"CDGM-ZEMAX202409.txt","1.88385","37.198899"
"D-ZLAF67-25","D","ZLAF","67","","25",,,"CDGM-ZEMAX202409.txt","1.88259","37.185491"
"D-ZLAF81","D","ZLAF","81","",,,,"CDGM-ZEMAX202409.txt","1.8088","40.999441"
"D-ZLAF81-25","D","ZLAF","81","","25",,,"CDGM-ZEMAX202409.txt","1.80757","40.97334"
"D-ZLAF85A","D","ZLAF","85","A",,,,"CDGM-ZEMAX202409.txt","1.85222","40.10819"
"D-ZLAF85A-25","D","ZLAF","85","A","25",,,"CDGM-ZEMAX202409.txt","1.8511","40.055609"
"D-ZLAF85LN","D","ZLAF","85","LN",,,,"CDGM-ZEMAX202409.txt","1.84558","40.094322"
"D-ZLAF85LN-25","D","ZLAF","85","LN","25",,,"CDGM-ZEMAX202409.txt","1.84443","40.067973"
"D-ZLAF85L","D","ZLAF","85","L",,,,"CDGM-ZEMAX202409.txt","1.8537","40.579411"
"D-ZLAF85L-25","D","ZLAF","85","L","25",,,"CDGM-ZEMAX202409.txt","1.8526","40.534071"
"D-ZLAF85LS","D","ZLAF","85","LS",,,,"CDGM-ZEMAX202409.txt","1.8545","40.593546"
"D-ZLAF85LS-25","D","ZLAF","85","LS","25",,,"CDGM-ZEMAX202409.txt","1.85344","40.557917"
"H-FK61GTI","H","FK","61","GTI",,,,"CDGM-ZEMAX202409.txt","1.497","81.612838"
"H-QK3LGTI","H","QK","3","LGTI",,,,"CDGM-ZEMAX202409.txt","1.48749","70.440487"
"H-QK30GTI","H","QK","30","GTI",,,,"CDGM-ZEMAX202409.txt","1.48217","70.299764"
"H-K90GTI","H","K","90","GTI",,,,"CDGM-ZEMAX202409.txt","1.51948","63.291634"
"QF50GTI",,"QF","50","GTI",,,,"CDGM-ZEMAX202409.txt","1.58144","40.885954"
"F4GTI",,"F","4","GTI",,,,"CDGM-ZEMAX202409.txt","1.62005","36.430327"
"HWS1",,"HWS","1","",,,,"CDGM-ZEMAX202409.txt","0","4.68"
"HWS2",,"HWS","2","",,,,"CDGM-ZEMAX202409.txt","0","4.71"
"HWS3",,"HWS","3","",,,,"CDGM-ZEMAX202409.txt","0","4.42"
"HWS4",,"HWS","4","",,,,"CDGM-ZEMAX202409.txt","0","4.41"
"HWS5",,"HWS","5","",,,,"CDGM-ZEMAX202409.txt","0","4.47"
"HWS6",,"HWS","6","",,,,"CDGM-ZEMAX202409.txt","0","4.63"
"HWS7",,"HWS","7","",,,,"CDGM-ZEMAX202409.txt","0","4.84"
"HWS27",,"HWS","27","",,,,"CDGM-ZEMAX202409.txt","0","3.2"
"H-FK71A","H","FK","71","A",,,,"CDGM-ZEMAX202409.txt","1.456498","90.470884"
"H-BAK7A","H","BAK","7","A",,,,"CDGM-ZEMAX202409.txt","1.568828","56.127804"
"H-ZK7","H","ZK","7","",,,,"CDGM-ZEMAX202409.txt","1.613095","60.614383"
"QF1",,"QF","1","",,,,"CDGM-ZEMAX202409.txt","1.5481","45.886233"
"QF3",,"QF","3","",,,,"CDGM-ZEMAX202409.txt","1.575026","41.29692"
"QF5",,"QF","5","",,,,"CDGM-ZEMAX202409.txt","1.582153","42.039634"
"QF6",,"QF","6","",,,,"CDGM-ZEMAX202409.txt","1.531719","48.755584"
"QF8",,"QF","8","",,,,"CDGM-ZEMAX202409.txt","1.540718","47.198243"
"F1",,"F","1","",,,,"CDGM-ZEMAX202409.txt","1.603417","38.01487"
"F2",,"F","2","",,,,"CDGM-ZEMAX202409.txt","1.612929","36.986002"
"F3",,"F","3","",,,,"CDGM-ZEMAX202409.txt","1.616592","36.627394"
"F4",,"F","4","",,,,"CDGM-ZEMAX202409.txt","1.620047","36.35673"
"F5",,"F","5","",,,,"CDGM-ZEMAX202409.txt","1.624353","35.938411"
"F6",,"F","6","",,,,"CDGM-ZEMAX202409.txt","1.624954","35.577816"
"F7",,"F","7","",,,,"CDGM-ZEMAX202409.txt","1.636365","35.386204"
"F13",,"F","13","",,,,"CDGM-ZEMAX202409.txt","1.625884","35.713679"
"BAF2",,"BAF","2","",,,,"CDGM-ZEMAX202409.txt","1.569703","49.435926"
"BAF4",,"BAF","4","",,,,"CDGM-ZEMAX202409.txt","1.582712","46.505886"
"BAF5",,"BAF","5","",,,,"CDGM-ZEMAX202409.txt","1.605623","43.890292"
"BAF7",,"BAF","7","",,,,"CDGM-ZEMAX202409.txt","1.614131","40.025731"
"ZBAF2",,"ZBAF","2","",,,,"CDGM-ZEMAX202409.txt","1.639616","48.230454"
"ZBAF17",,"ZBAF","17","",,,,"CDGM-ZEMAX202409.txt","1.667554","41.957211"
"ZBAF51",,"ZBAF","51","",,,,"CDGM-ZEMAX202409.txt","1.682726","44.528543"
"ZF1",,"ZF","1","",,,,"CDGM-ZEMAX202409.txt","1.647693","33.836872"
"ZF2",,"ZF","2","",,,,"CDGM-ZEMAX202409.txt","1.672707","32.180986"
"ZF3",,"ZF","3","",,,,"CDGM-ZEMAX202409.txt","1.717365","29.510385"
"ZF4",,"ZF","4","",,,,"CDGM-ZEMAX202409.txt","1.728251","28.3239"
"ZF5",,"ZF","5","",,,,"CDGM-ZEMAX202409.txt","1.739999","28.245048"
"ZF8",,"ZF","8","",,,,"CDGM-ZEMAX202409.txt","1.65446","33.651201"
"ZF10",,"ZF","10","",,,,"CDGM-ZEMAX202409.txt","1.688934","31.184753"
"ZF11",,"ZF","11","",,,,"CDGM-ZEMAX202409.txt","1.698949","30.065686"
"ZF12",,"ZF","12","",,,,"CDGM-ZEMAX202409.txt","1.761822","26.555686"
"ZF13",,"ZF","13","",,,,"CDGM-ZEMAX202409.txt","1.784724","25.754051"
"ZF50",,"ZF","50","",,,,"CDGM-ZEMAX202409.txt","1.74077","27.76788"
"ZF51",,"ZF","51","",,,,"CDGM-ZEMAX202409.txt","1.784701","26.075871"
"H-ZF52A","H","ZF","52","A",,,,"CDGM-ZEMAX202409.txt","1.84667","23.791236"
"ZF52",,"ZF","52","",,,,"CDGM-ZEMAX202409.txt","1.846669","23.827549"
"H-ZLAF68B","H","ZLAF","68","B",,,,"CDGM-ZEMAX202409.txt","1.883004","40.806875"
"TF3",,"TF","3","",,,,"CDGM-ZEMAX202409.txt","1.612423","44.093486"
"H-TF8","H","TF","8","",,,,"CDGM-ZEMAX202409.txt","1.72046","34.757746"
"S-FK61","S","FK","61","",,,,"NHG202501.txt","1.496996","81.555509"
"H-FK61","H","FK","61","",,,,"NHG202501.txt","1.496996","81.555509"
"S-FK69","S","FK","69","",,,,"NHG202501.txt","1.592828","68.6293"
"H-FK69","H","FK","69","",,,,"NHG202501.txt","1.592828","68.6293"
"S-FK76","S","FK","76","",,,,"NHG202501.txt","1.550318","75.508716"
"H-FK76","H","FK","76","",,,,"NHG202501.txt","1.550318","75.508716"
"S-FK90","S","FK","90","",,,,"NHG202501.txt","1.458596","90.172097"
"H-FK90","H","FK","90","",,,,"NHG202501.txt","1.458596","90.172097"
"S-FK95","S","FK","95","",,,,"NHG202501.txt","1.437001","95.12334"
"H-FK95","H","FK","95","",,,,"NHG202501.txt","1.437001","95.12334"
"S-QK3L","S","QK","3","L",,,,"NHG202501.txt","1.487487","70.393467"
"H-QK3L","H","QK","3","L",,,,"NHG202501.txt","1.487487","70.393467"
"S-PK60","S","PK","60","",,,,"NHG202501.txt","1.593492","66.987879"
"H-PK60","H","PK","60","",,,,"NHG202501.txt","1.593492","66.987879"
"S-PK62A","S","PK","62","A",,,,"NHG202501.txt","1.617996","63.356702"
"H-PK62A","H","PK","62","A",,,,"NHG202501.txt","1.617996","63.356702"
"S-PK63","S","PK","63","",,,,"NHG202501.txt","1.603001","65.452382"
"H-PK63","H","PK","63","",,,,"NHG202501.txt","1.603001","65.452382"
"S-PK65","S","PK","65","",,,,"NHG202501.txt","1.619964","63.926917"
"H-PK65","H","PK","65","",,,,"NHG202501.txt","1.619964","63.926917"
"H-PK71","H","PK","71","",,,,"NHG202501.txt","1.569071","71.298607"
"S-PK71","S","PK","71","",,,,"NHG202501.txt","1.569071","71.298607"
"S-K6","S","K","6","",,,,"NHG202501.txt","1.511122","60.460477"
"H-K6","H","K","6","",,,,"NHG202501.txt","1.511122","60.460477"
"S-K9L","S","K","9","L",,,,"NHG202501.txt","1.516794","64.19914"
"H-K9L","H","K","9","L",,,,"NHG202501.txt","1.516794","64.19914"
"S-K10","S","K","10","",,,,"NHG202501.txt","1.518172","58.934085"
"H-K10","H","K","10","",,,,"NHG202501.txt","1.518172","58.934085"
"S-K12","S","K","12","",,,,"NHG202501.txt","1.533587","55.467409"
"H-K12","H","K","12","",,,,"NHG202501.txt","1.533587","55.467409"
"S-K51","S","K","51","",,,,"NHG202501.txt","1.523076","58.632139"
"H-K51","H","K","51","",,,,"NHG202501.txt","1.523076","58.632139"
"S-BAK2","S","BAK","2","",,,,"NHG202501.txt","1.53996","59.683117"
"H-BAK2","H","BAK","2","",,,,"NHG202501.txt","1.53996","59.683117"
"S-BAK7B","S","BAK","7","B",,,,"NHG202501.txt","1.568826","56.042013"
"H-BAK7B","H","BAK","7","B",,,,"NHG202501.txt","1.568826","56.042013"
"S-BAK8","S","BAK","8","",,,,"NHG202501.txt","1.572498","57.45189"
"H-BAK8","H","BAK","8","",,,,"NHG202501.txt","1.572498","57.45189"
"H-ZK2","H","ZK","2","",,,,"NHG202501.txt","1.58313","59.417874"
"S-ZK2","S","ZK","2","",,,,"NHG202501.txt","1.58313","59.417874"
"S-ZK3A","S","ZK","3","A",,,,"NHG202501.txt","1.589122","61.238816"
"H-ZK3A","H","ZK","3","A",,,,"NHG202501.txt","1.589122","61.238816"
"S-ZK6","S","ZK","6","",,,,"NHG202501.txt","1.612716","58.605083"
"H-ZK6","H","ZK","6","",,,,"NHG202501.txt","1.612716","58.605083"
"S-ZK7","S","ZK","7","",,,,"NHG202501.txt","1.613092","60.600573"
"H-ZK7","H","ZK","7","",,,,"NHG202501.txt","1.613092","60.600573"
"S-ZK9","S","ZK","9","",,,,"NHG202501.txt","1.620405","60.295118"
"H-ZK9","H","ZK","9","",,,,"NHG202501.txt","1.620405","60.295118"
"S-ZK9A","S","ZK","9","A",,,,"NHG202501.txt","1.620408","60.362686"
"H-ZK9A","H","ZK","9","A",,,,"NHG202501.txt","1.620408","60.362686"
"S-ZK10","S","ZK","10","",,,,"NHG202501.txt","1.622089","56.685961"
"H-ZK10","H","ZK","10","",,,,"NHG202501.txt","1.622089","56.685961"
"S-ZK10N","S","ZK","10","N",,,,"NHG202501.txt","1.622798","56.960007"
"H-ZK10N","H","ZK","10","N",,,,"NHG202501.txt","1.622798","56.960007"
"S-ZK11","S","ZK","11","",,,,"NHG202501.txt","1.638536","55.429194"
"H-ZK11","H","ZK","11","",,,,"NHG202501.txt","1.638536","55.429194"
"S-ZK14","S","ZK","14","",,,,"NHG202501.txt","1.603107","60.64783"
"H-ZK14","H","ZK","14","",,,,"NHG202501.txt","1.603107","60.64783"
"S-ZK20","S","ZK","20","",,,,"NHG202501.txt","1.617201","53.926963"
"H-ZK20","H","ZK","20","",,,,"NHG202501.txt","1.617201","53.926963"
"S-ZK21","S","ZK","21","",,,,"NHG202501.txt","1.622987","58.071717"
"H-ZK21","H","ZK","21","",,,,"NHG202501.txt","1.622987","58.071717"
"S-ZK50","S","ZK","50","",,,,"NHG202501.txt","1.607379","56.65374"
"H-ZK50","H","ZK","50","",,,,"NHG202501.txt","1.607379","56.65374"
"S-LAK1","S","LAK","1","",,,,"NHG202501.txt","1.659492","57.376144"
"H-LAK1","H","LAK","1","",,,,"NHG202501.txt","1.659492","57.376144"
"S-LAK2","S","LAK","2","",,,,"NHG202501.txt","1.690991","54.746808"
"H-LAK2","H","LAK","2","",,,,"NHG202501.txt","1.690991","54.746808"
"S-LAK2H","S","LAK","2","H",,,,"NHG202501.txt","1.692122","54.544682"
"H-LAK2H","H","LAK","2","H",,,,"NHG202501.txt","1.692122","54.544682"
"S-LAK3","S","LAK","3","",,,,"NHG202501.txt","1.746927","50.920218"
"H-LAK3","H","LAK","3","",,,,"NHG202501.txt","1.746927","50.920218"
"S-LAK4L","S","LAK","4","L",,,,"NHG202501.txt","1.639999","60.223112"
"H-LAK4L","H","LAK","4","L",,,,"NHG202501.txt","1.639999","60.223112"
"S-LAK5A","S","LAK","5","A",,,,"NHG202501.txt","1.677904","55.530426"
