"Name","Series","Family","Number","Suffix","Dash","At","Star","File","Nd","Vd"
"H-LAK8A","H","LAK","8","A",,,,"CDGM-ZEMAX202409.txt","1.72","50.343857"
"H-LAK10","H","LAK","10","",,,,"CDGM-ZEMAX202409.txt","1.65113","55.890872"
"H-LAK11","H","LAK","11","",,,,"CDGM-ZEMAX202409.txt","1.66461","54.612239"
"H-LAK12","H","LAK","12","",,,,"CDGM-ZEMAX202409.txt","1.6968","56.175305"
"H-LAK50A","H","LAK","50","A",,,,"CDGM-ZEMAX202409.txt","1.6516","58.403057"
"H-LAK51A","H","LAK","51","A",,,,"CDGM-ZEMAX202409.txt","1.6968","55.526357"
"H-LAK52","H","LAK","52","",,,,"CDGM-ZEMAX202409.txt","1.72916","54.684737"
"H-LAK53B","H","LAK","53","B",,,,"CDGM-ZEMAX202409.txt","1.755","52.322058"
"H-LAK53A","H","LAK","53","A",,,,"CDGM-ZEMAX202409.txt","1.755","52.320574"
"H-LAK54","H","LAK","54","",,,,"CDGM-ZEMAX202409.txt","1.734","51.485829"
"H-LAK59A","H","LAK","59","A",,,,"CDGM-ZEMAX202409.txt","1.691","54.815309"
"H-LAK61","H","LAK","61","",,,,"CDGM-ZEMAX202409.txt","1.740999","52.676196"
"H-LAK67","H","LAK","67","",,,,"CDGM-ZEMAX202409.txt","1.67","51.738482"
"H-LAK71","H","LAK","71","",,,,"CDGM-ZEMAX202409.txt","1.703","52.406734"
"H-LAK72","H","LAK","72","",,,,"CDGM-ZEMAX202409.txt","1.713","51.80665"
"H-TK9","H","TK","9","",,,,"CDGM-ZEMAX202409.txt","1.62075","60.300914"
"H-KF6","H","KF","6","",,,,"CDGM-ZEMAX202409.txt","1.51742","52.149249"
"H-QF1","H","QF","1","",,,,"CDGM-ZEMAX202409.txt","1.54814","45.820011"
"H-QF3","H","QF","3","",,,,"CDGM-ZEMAX202409.txt","1.57501","41.504715"
"H-QF6A","H","QF","6","A",,,,"CDGM-ZEMAX202409.txt","1.53172","48.839833"
"H-QF8","H","QF","8","",,,,"CDGM-ZEMAX202409.txt","1.54072","47.230007"
"H-QF14","H","QF","14","",,,,"CDGM-ZEMAX202409.txt","1.59551","39.222748"
"H-QF50","H","QF","50","",,,,"CDGM-ZEMAX202409.txt","1.58144","40.888972"
"H-QF50A","H","QF","50","A",,,,"CDGM-ZEMAX202409.txt","1.58144","40.746424"
"QF50",,"QF","50","",,,,"CDGM-ZEMAX202409.txt","1.58144","40.885954"
"H-QF56","H","QF","56","",,,,"CDGM-ZEMAX202409.txt","1.56732","42.810117"
"H-F1","H","F","1","",,,,"CDGM-ZEMAX202409.txt","1.60342","38.010877"
"H-F2","H","F","2","",,,,"CDGM-ZEMAX202409.txt","1.61293","37.004441"
"H-F3","H","F","3","",,,,"CDGM-ZEMAX202409.txt","1.61659","36.651688"
"H-F4","H","F","4","",,,,"CDGM-ZEMAX202409.txt","1.62005","36.345886"
"H-F5","H","F","5","",,,,"CDGM-ZEMAX202409.txt","1.62435","35.923444"
"H-F6","H","F","6","",,,,"CDGM-ZEMAX202409.txt","1.62495","35.585173"
"H-F13","H","F","13","",,,,"CDGM-ZEMAX202409.txt","1.62588","35.698971"
"H-F51","H","F","51","",,,,"CDGM-ZEMAX202409.txt","1.6398","34.46457"
"H-F52","H","F","52","",,,,"CDGM-ZEMAX202409.txt","1.61385","34.604703"
"H-BAF2","H","BAF","2","",,,,"CDGM-ZEMAX202409.txt","1.5697","49.452646"
"H-BAF3","H","BAF","3","",,,,"CDGM-ZEMAX202409.txt","1.57957","53.711637"
"H-BAF4","H","BAF","4","",,,,"CDGM-ZEMAX202409.txt","1.58267","46.597786"
"H-BAF5","H","BAF","5","",,,,"CDGM-ZEMAX202409.txt","1.60562","43.875621"
"H-BAF6","H","BAF","6","",,,,"CDGM-ZEMAX202409.txt","1.60801","46.202418"
"H-BAF7","H","BAF","7","",,,,"CDGM-ZEMAX202409.txt","1.61413","39.985319"
"H-BAF8","H","BAF","8","",,,,"CDGM-ZEMAX202409.txt","1.62604","39.071631"
